id,num_pax_000_014_mins_before_sdt,num_pax_015_029_mins_before_sdt,num_pax_030_044_mins_before_sdt,num_pax_045_059_mins_before_sdt,num_pax_060_074_mins_before_sdt,num_pax_075_089_mins_before_sdt,num_pax_090_104_mins_before_sdt,num_pax_105_119_mins_before_sdt,num_pax_120_134_mins_before_sdt,num_pax_135_149_mins_before_sdt,num_pax_150_164_mins_before_sdt,num_pax_165_179_mins_before_sdt,num_pax_180_194_mins_before_sdt,num_pax_195_209_mins_before_sdt,num_pax_210_224_mins_before_sdt,num_pax_225_239_mins_before_sdt,num_pax_240plus_mins_before_sdt
8465,0.02,0.15,2.25,7.57,15.38,20.6,20.64,17.42,13.77,9.12,6.66,4.33,3.59,2.22,1.07,0.55,1.36
8466,0.02,0.15,2.25,7.57,15.38,20.6,20.64,17.42,13.77,9.12,6.66,4.33,3.59,2.22,1.07,0.55,1.36
8467,0.02,0.15,2.25,7.57,15.38,20.6,20.64,17.42,13.77,9.12,6.66,4.33,3.59,2.22,1.07,0.55,1.36
8468,0.02,0.15,2.25,7.57,15.38,20.6,20.64,17.42,13.77,9.12,6.66,4.33,3.59,2.22,1.07,0.55,1.36
8469,0.02,0.15,2.25,7.57,15.38,20.6,20.64,17.42,13.77,9.12,6.66,4.33,3.59,2.22,1.07,0.55,1.36
8470,0.02,0.15,2.25,7.57,15.38,20.6,20.64,17.42,13.77,9.12,6.66,4.33,3.59,2.22,1.07,0.55,1.36
8471,0.02,0.15,2.25,7.57,15.38,20.6,20.64,17.42,13.77,9.12,6.66,4.33,3.59,2.22,1.07,0.55,1.36
8472,0.02,0.15,2.25,7.57,15.38,20.6,20.64,17.42,13.77,9.12,6.66,4.33,3.59,2.22,1.07,0.55,1.36
8473,0.02,0.15,2.25,7.57,15.38,20.6,20.64,17.42,13.77,9.12,6.66,4.33,3.59,2.22,1.07,0.55,1.36
8474,0.02,0.15,2.25,7.57,15.38,20.6,20.64,17.42,13.77,9.12,6.66,4.33,3.59,2.22,1.07,0.55,1.36
8475,0.02,0.15,2.25,7.57,15.38,20.6,20.64,17.42,13.77,9.12,6.66,4.33,3.59,2.22,1.07,0.55,1.36
8460,0.02,0.13,2.13,7.43,14.97,20.1,20.8,18.06,14.24,9.79,7.39,4.68,3.8,2.29,1.17,0.62,1.28
8461,0.02,0.14,2.26,7.6,15.6,20.7,20.59,17.13,13.62,9.04,6.85,4.4,3.53,2.16,1.06,0.55,1.32
8462,0.02,0.13,2.13,7.43,14.97,20.1,20.8,18.06,14.24,9.79,7.39,4.68,3.8,2.29,1.17,0.62,1.28
8463,0.02,0.13,2.13,7.43,14.97,20.1,20.8,18.06,14.24,9.79,7.39,4.68,3.8,2.29,1.17,0.62,1.28
8456,0.02,0.18,2.19,7.5,15.41,20.82,20.96,18.57,13.98,9.27,7.03,4.47,3.66,2.16,1.09,0.62,1.27
8457,0.04,0.16,2.21,7.52,15.22,20.46,20.83,18.64,14.19,9.53,7.3,4.6,3.77,2.2,1.14,0.62,1.28
8458,0.02,0.14,2.26,7.6,15.6,20.7,20.59,17.13,13.62,9.04,6.85,4.4,3.53,2.16,1.06,0.55,1.32
8459,0.02,0.14,2.26,7.6,15.6,20.7,20.59,17.13,13.62,9.04,6.85,4.4,3.53,2.16,1.06,0.55,1.32
8454,0.02,0.14,2.25,7.46,15.28,20.47,20.53,17.32,13.79,9.13,6.86,4.41,3.64,2.21,1.06,0.55,1.32
8455,0.02,0.14,2.25,7.46,15.28,20.47,20.53,17.32,13.79,9.13,6.86,4.41,3.64,2.21,1.06,0.55,1.32
8485,0.27,0.34,2.17,8.29,15.99,20.87,21.37,19.17,12.64,7.55,5.48,3.67,1.71,0.96,0.47,0.32,0.79
8486,0.26,0.35,2.28,8.43,16.02,20.53,20.3,18.41,12.2,7.33,4.96,3.54,1.71,0.94,0.39,0.27,0.79
8487,0.27,0.34,2.17,8.29,15.99,20.87,21.37,19.17,12.64,7.55,5.48,3.67,1.71,0.96,0.47,0.32,0.79
8488,0.27,0.34,2.17,8.29,15.99,20.87,21.37,19.17,12.64,7.55,5.48,3.67,1.71,0.96,0.47,0.32,0.79
8482,0.06,0.16,1.85,8.47,14.26,19.93,21.71,19.79,13.29,7.43,5.54,3.46,2.22,1.22,0.57,0.3,1.22
8483,0.06,0.17,1.93,8.6,14.67,19.61,21.54,19.88,12.88,7.4,5.24,3.39,1.98,1.02,0.5,0.29,0.79
8484,0.06,0.17,1.96,8.62,14.58,20.26,22.09,20.24,13.15,7.43,5.31,3.54,2.1,1.08,0.51,0.31,0.98
8478,0.06,0.16,1.87,8.46,14.13,19.76,21.72,19.97,13.47,7.65,5.64,3.74,2.26,1.23,0.57,0.31,1.21
8479,0.06,0.16,1.9,8.7,14.33,19.87,21.96,19.87,13.36,7.71,5.39,3.65,2.18,1.24,0.56,0.29,1.02
8480,0.06,0.17,1.93,8.66,14.71,19.83,21.88,19.94,13.29,7.54,5.57,3.63,2.19,1.19,0.56,0.29,1.0
8481,0.06,0.17,1.93,8.66,14.71,19.83,21.88,19.94,13.29,7.54,5.57,3.63,2.19,1.19,0.56,0.29,1.0
8489,0.24,0.27,2.45,7.31,15.76,20.14,20.01,16.55,13.32,8.35,5.67,4.08,2.26,1.43,0.82,0.53,1.22
8490,0.24,0.27,2.44,7.2,15.71,19.96,19.98,16.65,13.65,8.48,5.78,4.06,2.33,1.47,0.83,0.53,1.22
8491,0.24,0.27,2.44,7.22,15.77,20.13,20.03,16.73,13.68,8.57,5.8,4.09,2.35,1.47,0.83,0.52,1.19
8492,0.24,0.27,2.44,7.22,15.77,20.13,20.03,16.73,13.68,8.57,5.8,4.09,2.35,1.47,0.83,0.52,1.19
8493,0.24,0.27,2.44,7.38,15.88,20.42,20.19,16.88,13.51,8.42,5.67,4.08,2.25,1.43,0.82,0.53,1.24
8494,0.24,0.27,2.45,7.31,15.78,20.12,19.97,16.53,13.25,8.35,5.64,4.07,2.26,1.43,0.82,0.52,1.19
8503,0.22,0.26,2.45,7.38,15.96,20.59,19.66,16.8,13.6,7.97,5.63,3.9,2.18,1.46,0.72,0.52,0.95
8501,0.22,0.28,2.52,7.29,16.17,20.57,19.96,17.34,13.76,8.54,6.08,4.29,2.69,1.68,0.93,0.56,0.92
8502,0.22,0.28,2.52,7.29,16.17,20.57,19.96,17.34,13.76,8.54,6.08,4.29,2.69,1.68,0.93,0.56,0.92
8498,0.22,0.26,2.45,7.49,16.34,20.66,20.45,17.48,13.66,8.76,6.11,4.23,2.67,1.72,0.84,0.52,0.96
8499,0.22,0.26,2.47,7.32,15.94,20.16,20.1,16.91,13.57,8.39,6.12,4.08,2.58,1.83,0.85,0.54,1.14
8500,0.22,0.26,2.46,7.47,16.37,20.83,20.2,16.98,13.29,8.51,5.79,4.07,2.58,1.56,0.72,0.47,0.92
8496,0.22,0.3,2.57,7.72,16.46,20.7,19.81,17.1,13.16,8.22,5.75,4.06,2.57,1.48,0.72,0.48,0.91
8497,0.22,0.26,2.47,7.33,15.95,20.32,20.32,16.84,13.48,8.39,6.12,4.32,2.79,1.76,0.84,0.54,1.17
8515,0.02,0.14,2.26,7.54,15.52,20.63,20.56,17.27,13.66,9.13,6.87,4.4,3.58,2.21,1.07,0.55,1.32
8516,0.02,0.14,2.26,7.54,15.52,20.63,20.56,17.27,13.66,9.13,6.87,4.4,3.58,2.21,1.07,0.55,1.32
8517,0.02,0.14,2.26,7.54,15.52,20.63,20.56,17.27,13.66,9.13,6.87,4.4,3.58,2.21,1.07,0.55,1.32
8512,0.02,0.15,2.16,7.54,15.38,20.51,20.81,18.15,13.93,9.32,7.22,4.63,3.68,2.22,1.1,0.62,1.23
8513,0.02,0.12,2.15,7.56,15.16,20.2,20.76,18.41,14.15,9.66,7.37,4.69,3.76,2.34,1.2,0.62,1.24
8514,0.02,0.15,2.14,7.47,15.26,20.33,20.89,18.14,14.03,9.39,7.32,4.65,3.76,2.22,1.1,0.62,1.23
8505,0.02,0.14,2.14,7.38,15.0,20.37,20.76,18.13,13.79,9.2,7.1,4.64,3.68,2.24,1.1,0.62,1.23
8506,0.02,0.15,2.23,7.45,15.4,20.55,20.6,17.43,13.87,9.14,6.87,4.4,3.59,2.16,1.05,0.55,1.37
8507,0.02,0.15,2.23,7.45,15.4,20.55,20.6,17.43,13.87,9.14,6.87,4.4,3.59,2.16,1.05,0.55,1.37
8508,0.02,0.15,2.23,7.45,15.4,20.55,20.6,17.43,13.87,9.14,6.87,4.4,3.59,2.16,1.05,0.55,1.37
8509,0.02,0.15,2.21,7.45,15.18,20.17,20.78,17.98,13.69,9.05,7.0,4.58,3.66,2.23,1.09,0.62,1.23
8510,0.02,0.15,2.23,7.45,15.4,20.55,20.6,17.43,13.87,9.14,6.87,4.4,3.59,2.16,1.05,0.55,1.37
8511,0.02,0.15,2.21,7.45,15.18,20.17,20.78,17.98,13.69,9.05,7.0,4.58,3.66,2.23,1.09,0.62,1.23
8529,0.02,0.13,2.3,7.34,15.42,19.75,20.54,17.69,13.92,9.36,6.7,4.59,3.62,2.16,1.01,0.53,1.24
8530,0.02,0.13,2.3,7.34,15.42,19.75,20.54,17.69,13.92,9.36,6.7,4.59,3.62,2.16,1.01,0.53,1.24
8531,0.02,0.13,2.3,7.34,15.42,19.75,20.54,17.69,13.92,9.36,6.7,4.59,3.62,2.16,1.01,0.53,1.24
8524,0.02,0.15,2.3,7.64,15.85,20.8,20.68,17.72,13.52,8.96,6.77,4.49,3.57,2.17,1.06,0.57,1.32
8525,0.02,0.14,2.23,7.55,15.19,20.74,21.06,18.1,13.62,9.13,7.0,4.56,3.7,2.25,1.14,0.63,1.35
8526,0.02,0.14,2.24,7.42,15.19,20.38,20.48,17.12,13.79,9.09,6.92,4.45,3.63,2.17,1.06,0.55,1.34
8527,0.02,0.15,2.3,7.64,15.85,20.8,20.68,17.72,13.52,8.96,6.77,4.49,3.57,2.17,1.06,0.57,1.32
8528,0.02,0.14,2.24,7.42,15.19,20.38,20.48,17.12,13.79,9.09,6.92,4.45,3.63,2.17,1.06,0.55,1.34
8520,0.02,0.12,2.15,7.62,15.16,20.33,20.6,17.63,13.81,9.39,6.87,4.54,3.68,2.29,1.11,0.54,1.21
8521,0.02,0.12,2.29,7.57,15.18,20.3,20.86,17.81,13.69,9.1,6.93,4.51,3.62,2.25,1.14,0.63,1.35
8522,0.02,0.15,2.24,7.48,15.4,20.55,20.59,17.46,13.77,9.2,6.83,4.38,3.57,2.22,1.06,0.55,1.37
8523,0.02,0.17,2.28,7.69,15.46,20.81,20.84,18.2,13.72,9.09,6.99,4.57,3.65,2.22,1.1,0.6,1.23
8518,0.02,0.17,2.2,7.6,15.37,20.91,20.84,18.15,13.57,9.11,7.01,4.5,3.63,2.22,1.1,0.6,1.23
8519,0.02,0.17,2.2,7.6,15.37,20.91,20.84,18.15,13.57,9.11,7.01,4.5,3.63,2.22,1.1,0.6,1.23
8549,0.03,0.13,2.21,8.22,15.35,20.16,19.52,16.54,13.72,8.11,5.4,3.86,2.83,1.8,0.93,0.55,0.76
8550,0.02,0.19,2.18,7.49,14.91,20.21,21.25,17.54,13.57,8.97,6.72,4.49,3.79,2.19,1.04,0.58,1.27
8551,0.02,0.14,2.19,7.52,15.49,20.64,20.69,17.44,13.47,8.99,6.9,4.45,3.6,2.16,1.06,0.55,1.32
8552,0.02,0.14,2.19,7.52,15.49,20.64,20.69,17.44,13.47,8.99,6.9,4.45,3.6,2.16,1.06,0.55,1.32
8546,0.02,0.12,2.28,7.61,15.27,20.61,21.05,18.32,13.57,9.09,7.0,4.57,3.7,2.25,1.14,0.63,1.35
8547,0.02,0.12,2.28,7.61,15.27,20.61,21.05,18.32,13.57,9.09,7.0,4.57,3.7,2.25,1.14,0.63,1.35
8548,0.02,0.12,2.1,7.36,14.92,20.04,20.42,17.23,14.08,8.93,6.45,4.38,3.54,2.11,1.05,0.55,1.25
8543,0.04,0.18,2.26,7.57,15.28,20.3,20.8,17.85,13.69,9.09,6.98,4.55,3.73,2.22,1.19,0.65,1.35
8544,0.02,0.17,2.26,7.59,15.3,20.71,21.12,18.34,13.58,9.03,6.98,4.54,3.68,2.24,1.14,0.63,1.35
8545,0.02,0.17,2.28,7.59,15.31,20.58,21.15,18.29,13.76,9.12,7.15,4.63,3.77,2.25,1.14,0.63,1.35
8533,0.04,0.18,2.29,7.58,15.26,20.44,20.82,17.59,13.7,9.14,6.9,4.56,3.67,2.27,1.19,0.65,1.36
8534,0.04,0.18,2.3,7.7,15.4,20.52,21.0,18.09,13.76,9.19,7.04,4.6,3.74,2.27,1.19,0.65,1.36
8535,0.02,0.15,2.31,7.67,15.45,20.65,21.08,18.17,13.75,9.17,7.09,4.53,3.69,2.24,1.14,0.63,1.35
8536,0.02,0.15,2.24,7.53,15.64,20.71,20.63,17.38,13.74,9.14,6.88,4.39,3.53,2.16,1.06,0.55,1.37
8537,0.04,0.18,2.3,7.7,15.4,20.52,21.0,18.09,13.76,9.19,7.04,4.6,3.74,2.27,1.19,0.65,1.36
8538,0.04,0.18,2.3,7.7,15.4,20.52,21.0,18.09,13.76,9.19,7.04,4.6,3.74,2.27,1.19,0.65,1.36
8539,0.04,0.18,2.29,7.58,15.26,20.44,20.82,17.59,13.7,9.14,6.9,4.56,3.67,2.27,1.19,0.65,1.36
8540,0.04,0.16,2.28,7.64,15.32,20.4,20.96,18.27,13.69,9.21,7.09,4.62,3.74,2.27,1.19,0.65,1.36
8541,0.04,0.18,2.3,7.7,15.4,20.52,21.0,18.09,13.76,9.19,7.04,4.6,3.74,2.27,1.19,0.65,1.36
8542,0.04,0.18,2.3,7.7,15.4,20.52,21.0,18.09,13.76,9.19,7.04,4.6,3.74,2.27,1.19,0.65,1.36
8565,0.02,0.16,2.13,7.58,15.32,20.39,20.72,17.93,14.0,9.43,6.87,4.6,3.67,2.28,1.09,0.56,1.25
8566,0.02,0.15,2.25,7.63,15.46,20.67,20.67,17.28,13.73,9.03,6.64,4.33,3.54,2.17,1.06,0.55,1.36
8567,0.02,0.15,2.25,7.63,15.46,20.67,20.67,17.28,13.73,9.03,6.64,4.33,3.54,2.17,1.06,0.55,1.36
8568,0.02,0.15,2.25,7.63,15.46,20.67,20.67,17.28,13.73,9.03,6.64,4.33,3.54,2.17,1.06,0.55,1.36
8569,0.02,0.15,2.25,7.63,15.46,20.67,20.67,17.28,13.73,9.03,6.64,4.33,3.54,2.17,1.06,0.55,1.36
8570,0.02,0.15,2.25,7.63,15.46,20.67,20.67,17.28,13.73,9.03,6.64,4.33,3.54,2.17,1.06,0.55,1.36
8571,0.02,0.12,2.1,7.41,14.88,20.08,20.64,17.91,14.22,9.6,7.02,4.67,3.81,2.29,1.11,0.56,1.21
8572,0.02,0.15,2.25,7.63,15.46,20.67,20.67,17.28,13.73,9.03,6.64,4.33,3.54,2.17,1.06,0.55,1.36
8573,0.02,0.15,2.25,7.63,15.46,20.67,20.67,17.28,13.73,9.03,6.64,4.33,3.54,2.17,1.06,0.55,1.36
8574,0.02,0.15,2.25,7.63,15.46,20.67,20.67,17.28,13.73,9.03,6.64,4.33,3.54,2.17,1.06,0.55,1.36
8575,0.02,0.15,2.25,7.63,15.46,20.67,20.67,17.28,13.73,9.03,6.64,4.33,3.54,2.17,1.06,0.55,1.36
8576,0.02,0.15,2.25,7.63,15.46,20.67,20.67,17.28,13.73,9.03,6.64,4.33,3.54,2.17,1.06,0.55,1.36
8563,0.02,0.16,2.27,7.59,15.51,20.63,20.95,18.22,13.85,9.2,7.07,4.49,3.69,2.2,1.14,0.63,1.39
8564,0.02,0.15,2.28,7.65,15.43,20.57,20.96,17.85,13.5,8.98,6.73,4.44,3.62,2.18,1.06,0.55,1.32
8558,0.02,0.16,2.27,7.55,15.54,20.66,21.05,18.28,13.92,9.22,7.09,4.49,3.7,2.2,1.14,0.63,1.39
8559,0.02,0.15,2.17,7.4,15.14,20.47,20.74,18.21,13.92,9.2,6.87,4.45,3.59,2.17,1.09,0.62,1.27
8560,0.02,0.15,2.17,7.4,15.14,20.47,20.74,18.21,13.92,9.2,6.87,4.45,3.59,2.17,1.09,0.62,1.27
8561,0.02,0.15,2.17,7.4,15.14,20.47,20.74,18.21,13.92,9.2,6.87,4.45,3.59,2.17,1.09,0.62,1.27
8562,0.04,0.14,2.14,7.53,15.07,20.16,20.51,17.91,14.33,9.83,7.09,4.57,3.74,2.27,1.15,0.56,1.26
8555,0.04,0.14,2.19,7.45,15.21,20.3,20.82,18.71,14.23,9.59,7.35,4.66,3.81,2.2,1.14,0.64,1.28
8556,0.02,0.18,2.19,7.5,15.41,20.82,20.96,18.57,13.98,9.27,7.03,4.47,3.66,2.16,1.09,0.62,1.27
8557,0.04,0.14,2.19,7.45,15.21,20.3,20.82,18.71,14.23,9.59,7.35,4.66,3.81,2.2,1.14,0.64,1.28
8587,0.26,0.35,2.14,7.97,15.84,19.95,20.64,19.28,12.27,7.58,5.13,3.7,1.87,0.99,0.51,0.35,0.89
8588,0.26,0.35,2.17,7.96,15.49,20.0,21.79,19.51,13.13,7.63,5.39,3.65,1.7,0.93,0.49,0.34,0.78
8589,0.26,0.35,2.22,7.99,15.55,20.34,20.93,18.28,12.12,7.39,5.13,3.56,1.75,1.07,0.49,0.32,0.91
8583,0.06,0.16,1.85,8.79,14.1,20.12,21.9,20.17,13.4,7.91,5.58,3.74,2.17,1.19,0.58,0.36,1.11
8584,0.06,0.16,1.88,8.88,14.4,20.49,21.88,19.91,13.2,7.72,5.52,3.43,2.11,1.19,0.58,0.35,1.13
8585,0.06,0.16,1.86,8.19,14.06,20.12,21.99,20.26,13.88,7.96,5.81,3.75,2.28,1.25,0.57,0.31,1.22
8586,0.06,0.16,1.84,8.58,14.14,19.79,21.91,20.03,13.8,8.17,5.89,3.83,2.27,1.32,0.63,0.34,1.16
8579,0.06,0.17,1.92,8.63,14.6,20.09,21.69,19.87,12.77,7.11,5.2,3.23,2.04,1.05,0.51,0.3,0.99
8580,0.06,0.17,1.92,8.63,14.6,20.09,21.69,19.87,12.77,7.11,5.2,3.23,2.04,1.05,0.51,0.3,0.99
8581,0.06,0.17,1.96,8.75,14.47,20.11,22.04,19.98,13.19,7.35,5.37,3.63,2.2,1.24,0.56,0.29,1.02
8582,0.06,0.17,1.92,8.63,14.6,20.09,21.69,19.87,12.77,7.11,5.2,3.23,2.04,1.05,0.51,0.3,0.99
8578,0.06,0.17,1.96,8.62,14.58,20.26,22.09,20.24,13.15,7.43,5.31,3.54,2.1,1.08,0.51,0.31,0.98
8590,0.22,0.26,2.45,7.12,15.44,19.94,19.48,16.6,13.27,8.09,5.52,3.78,2.17,1.46,0.7,0.5,0.95
8591,0.22,0.26,2.45,7.12,15.44,19.94,19.48,16.6,13.27,8.09,5.52,3.78,2.17,1.46,0.7,0.5,0.95
8592,0.22,0.26,2.53,7.38,15.94,20.78,19.87,17.02,13.74,8.14,5.7,3.87,2.22,1.48,0.75,0.54,0.97
8593,0.22,0.26,2.47,7.26,15.74,20.34,19.66,16.68,13.38,8.12,5.53,3.8,2.17,1.46,0.7,0.5,0.95
8594,0.22,0.26,2.45,7.12,15.44,19.94,19.48,16.6,13.27,8.09,5.52,3.78,2.17,1.46,0.7,0.5,0.95
8595,0.22,0.26,2.47,7.26,15.74,20.34,19.66,16.68,13.38,8.12,5.53,3.8,2.17,1.46,0.7,0.5,0.95
8602,0.22,0.26,2.52,7.43,16.06,20.24,19.86,16.85,13.55,8.31,5.93,4.17,2.51,1.76,0.86,0.54,0.97
8599,0.22,0.27,2.52,7.68,16.04,20.65,19.42,16.72,13.07,7.9,5.47,3.95,2.21,1.46,0.72,0.48,0.94
8600,0.22,0.26,2.47,7.33,15.95,20.32,20.32,16.84,13.48,8.39,6.12,4.32,2.79,1.76,0.84,0.54,1.17
8601,0.22,0.27,2.5,7.34,16.21,20.9,20.11,17.11,13.36,8.52,5.87,4.15,2.66,1.63,0.84,0.53,0.92
8596,0.22,0.26,2.45,7.49,16.34,20.66,20.45,17.48,13.66,8.76,6.11,4.23,2.67,1.72,0.84,0.52,0.96
8597,0.22,0.26,2.46,7.47,16.37,20.83,20.2,16.98,13.29,8.51,5.79,4.07,2.58,1.56,0.72,0.47,0.92
8598,0.22,0.26,2.47,7.32,15.94,20.16,20.1,16.91,13.57,8.39,6.12,4.08,2.58,1.83,0.85,0.54,1.14
8617,0.22,0.28,2.47,7.29,16.17,20.52,20.08,17.46,13.37,8.33,5.71,4.23,2.61,1.61,0.85,0.56,0.91
8616,0.02,0.17,2.15,7.61,15.11,20.51,20.82,18.04,14.03,9.49,7.1,4.56,3.69,2.28,1.09,0.54,1.2
8609,0.02,0.15,2.23,7.39,15.28,20.43,20.5,17.26,13.77,9.06,6.82,4.46,3.64,2.18,1.06,0.55,1.39
8610,0.02,0.12,2.17,7.42,15.21,20.14,20.8,18.12,13.9,9.27,7.17,4.6,3.68,2.21,1.1,0.62,1.23
8611,0.02,0.12,2.17,7.42,15.21,20.14,20.8,18.12,13.9,9.27,7.17,4.6,3.68,2.21,1.1,0.62,1.23
8612,0.02,0.15,2.23,7.39,15.28,20.43,20.5,17.26,13.77,9.06,6.82,4.46,3.64,2.18,1.06,0.55,1.39
8613,0.02,0.13,2.1,7.31,15.1,20.13,20.78,18.09,14.12,9.45,7.21,4.62,3.7,2.23,1.1,0.62,1.28
8614,0.02,0.12,2.17,7.42,15.21,20.14,20.8,18.12,13.9,9.27,7.17,4.6,3.68,2.21,1.1,0.62,1.23
8615,0.02,0.12,2.17,7.42,15.21,20.14,20.8,18.12,13.9,9.27,7.17,4.6,3.68,2.21,1.1,0.62,1.23
8604,0.02,0.15,2.16,7.54,15.38,20.51,20.81,18.15,13.93,9.32,7.22,4.63,3.68,2.22,1.1,0.62,1.23
8605,0.02,0.15,2.16,7.54,15.38,20.51,20.81,18.15,13.93,9.32,7.22,4.63,3.68,2.22,1.1,0.62,1.23
8606,0.02,0.15,2.14,7.47,15.26,20.33,20.89,18.14,14.03,9.39,7.32,4.65,3.76,2.22,1.1,0.62,1.23
8607,0.02,0.12,2.15,7.56,15.16,20.2,20.76,18.41,14.15,9.66,7.37,4.69,3.76,2.34,1.2,0.62,1.24
8608,0.02,0.15,2.16,7.54,15.38,20.51,20.81,18.15,13.93,9.32,7.22,4.63,3.68,2.22,1.1,0.62,1.23
8633,0.22,0.26,2.42,7.13,15.65,20.18,20.36,16.95,13.26,8.19,5.87,4.22,2.71,1.62,0.74,0.52,1.34
8634,0.01,0.09,2.35,6.83,15.14,20.3,19.06,16.84,13.58,8.03,5.51,3.85,2.3,1.43,0.76,0.51,0.94
8629,0.04,0.17,2.15,7.44,15.55,20.43,20.45,17.87,13.94,9.33,7.01,4.59,3.71,2.34,1.26,0.56,1.27
8630,0.02,0.16,2.13,7.38,15.23,20.38,20.81,18.32,13.92,9.29,7.11,4.64,3.69,2.23,1.1,0.62,1.28
8631,0.04,0.17,2.15,7.44,15.55,20.43,20.45,17.87,13.94,9.33,7.01,4.59,3.71,2.34,1.26,0.56,1.27
8632,0.02,0.16,2.19,7.49,15.34,20.42,20.81,18.04,13.89,9.23,7.01,4.6,3.68,2.23,1.09,0.62,1.28
8624,0.02,0.15,2.27,7.63,15.41,20.56,20.88,17.12,13.52,8.93,6.62,4.34,3.53,2.18,1.06,0.55,1.32
8625,0.02,0.15,2.27,7.63,15.41,20.56,20.88,17.12,13.52,8.93,6.62,4.34,3.53,2.18,1.06,0.55,1.32
8626,0.02,0.12,2.14,7.31,14.87,20.04,20.3,17.1,14.15,8.98,6.5,4.4,3.55,2.1,1.04,0.56,1.26
8627,0.02,0.15,2.26,7.57,15.25,20.41,20.84,17.27,13.63,8.98,6.6,4.39,3.56,2.19,1.05,0.57,1.32
8628,0.02,0.15,2.25,7.4,15.3,20.44,20.53,17.44,13.9,9.17,6.85,4.48,3.7,2.24,1.07,0.55,1.39
8620,0.02,0.14,2.25,7.51,15.52,20.63,20.57,17.24,13.76,9.07,6.91,4.42,3.6,2.15,1.06,0.55,1.32
8621,0.02,0.17,2.27,7.61,15.54,20.95,20.79,17.97,13.63,9.03,6.95,4.54,3.63,2.25,1.15,0.63,1.34
8622,0.02,0.17,2.27,7.61,15.54,20.95,20.79,17.97,13.63,9.03,6.95,4.54,3.63,2.25,1.15,0.63,1.34
8623,0.02,0.12,2.15,7.62,15.16,20.33,20.6,17.63,13.81,9.39,6.87,4.54,3.68,2.29,1.11,0.54,1.21
8647,0.02,0.14,2.19,7.52,15.49,20.64,20.69,17.44,13.47,8.99,6.9,4.45,3.6,2.16,1.06,0.55,1.32
8643,0.02,0.15,2.24,7.66,15.7,20.69,20.78,17.61,13.91,9.43,7.2,4.67,3.78,2.26,1.14,0.57,1.32
8644,0.02,0.17,2.23,7.46,15.18,20.6,20.77,17.64,13.5,8.91,6.79,4.47,3.61,2.2,1.14,0.63,1.34
8645,0.02,0.17,2.24,7.58,15.15,20.66,20.77,18.15,13.48,8.94,6.74,4.45,3.54,2.21,1.09,0.6,1.23
8646,0.02,0.17,2.23,7.46,15.18,20.6,20.77,17.64,13.5,8.91,6.79,4.47,3.61,2.2,1.14,0.63,1.34
8640,0.02,0.15,2.24,7.53,15.8,20.93,20.34,17.7,14.06,9.21,6.99,4.54,3.83,2.37,1.27,0.55,1.36
8641,0.02,0.12,2.2,7.56,15.03,20.21,20.96,17.75,14.09,9.58,7.13,4.59,3.81,2.32,1.15,0.57,1.33
8642,0.02,0.12,2.14,7.38,14.8,19.9,20.2,17.02,13.94,8.92,6.47,4.36,3.53,2.1,1.07,0.55,1.26
8635,0.02,0.15,2.24,7.53,15.64,20.71,20.63,17.38,13.74,9.14,6.88,4.39,3.53,2.16,1.06,0.55,1.37
8636,0.02,0.15,2.24,7.53,15.64,20.71,20.63,17.38,13.74,9.14,6.88,4.39,3.53,2.16,1.06,0.55,1.37
8637,0.04,0.18,2.26,7.57,15.28,20.3,20.8,17.85,13.69,9.09,6.98,4.55,3.73,2.22,1.19,0.65,1.35
8638,0.02,0.17,2.26,7.59,15.3,20.71,21.12,18.34,13.58,9.03,6.98,4.54,3.68,2.24,1.14,0.63,1.35
8639,0.04,0.16,2.34,7.73,15.49,20.54,20.98,18.12,13.73,9.21,7.06,4.61,3.75,2.27,1.19,0.65,1.36
8658,0.02,0.15,2.14,7.52,15.31,20.38,20.68,17.43,13.61,9.01,6.63,4.35,3.5,2.15,1.01,0.54,1.2
8655,0.02,0.15,2.14,7.4,14.94,20.2,21.05,18.54,14.55,9.86,7.76,4.93,4.06,2.5,1.37,0.64,1.24
8656,0.02,0.15,2.14,7.4,14.94,20.2,21.05,18.54,14.55,9.86,7.76,4.93,4.06,2.5,1.37,0.64,1.24
8657,0.02,0.16,2.14,7.27,15.08,20.08,20.76,17.62,14.14,9.29,6.9,4.46,3.68,2.12,1.01,0.54,1.25
8649,0.04,0.15,2.19,7.46,15.1,20.35,20.76,18.29,13.95,9.35,7.09,4.54,3.71,2.18,1.14,0.64,1.23
8650,0.02,0.14,2.26,7.6,15.6,20.7,20.59,17.13,13.62,9.04,6.85,4.4,3.53,2.16,1.06,0.55,1.32
8651,0.02,0.16,2.27,7.55,15.54,20.66,21.05,18.28,13.92,9.22,7.09,4.49,3.7,2.2,1.14,0.63,1.39
8652,0.02,0.15,2.17,7.4,15.14,20.47,20.74,18.21,13.92,9.2,6.87,4.45,3.59,2.17,1.09,0.62,1.27
8653,0.02,0.17,2.23,7.56,15.25,20.65,20.99,18.28,13.78,9.16,7.0,4.45,3.62,2.2,1.09,0.6,1.23
8654,0.02,0.16,2.27,7.55,15.54,20.66,21.05,18.28,13.92,9.22,7.09,4.49,3.7,2.2,1.14,0.63,1.39
